LotArea,YearBuilt,TotalBsmtSF,GrLivArea,FullBath,BedroomAbvGr,GarageCars,GarageArea,SalePrice
8381,1972,482,2495,1,3,0,745,223084
8449,1993,1849,2205,3,4,2,512,417729
11021,1987,239,2222,3,4,0,166,202472
9517,1972,685,2722,1,3,0,863,360414
8441,1994,1128,3292,3,2,0,729,253141
11709,2001,419,2197,2,1,3,784,169415
19215,1999,1352,1944,1,2,3,367,493049
11050,1957,1214,3705,2,5,3,250,244716
6137,1950,1223,3962,1,4,2,858,130206
6354,1957,1743,2259,3,5,0,855,381612
11820,1978,812,2024,3,4,0,930,240545
6392,1954,1127,1164,3,4,3,685,489025
8543,1996,887,532,1,5,0,169,481544
18021,1983,1842,2602,2,5,0,757,480000
5664,2014,812,3066,2,2,1,934,73723
9441,2004,459,3303,1,5,0,89,372790
15888,1992,1189,2559,1,2,1,560,247327
7069,1979,1165,2051,2,2,0,445,50074
5800,1966,565,1219,2,2,2,293,305245
7769,1975,1981,3102,2,4,3,918,338642
5318,1957,743,2920,2,4,1,149,246594
13515,1996,848,983,1,5,3,131,146881
13734,2021,1747,1472,1,4,1,432,463757
19790,1995,1013,3799,3,5,1,58,95929
7754,2017,1239,3170,2,4,1,968,173199
18644,1982,1352,806,3,1,2,835,281525
8850,1950,774,956,1,1,0,198,338172
16683,1968,1332,2707,1,5,1,214,79545
7738,1980,1212,830,3,4,2,897,129569
7590,1963,1756,3323,2,4,1,560,81673
13137,2002,869,724,2,2,0,471,474190
14147,1997,468,3530,2,3,1,743,466313
11411,2018,1385,3276,2,5,2,246,414655
9972,2011,1483,1979,3,3,0,381,405288
19771,2015,1123,3616,3,3,2,990,376968
4766,2013,1325,3785,1,5,0,238,73525
2166,2019,1729,1582,2,4,0,926,107804
5688,2012,1958,1143,2,5,3,366,196115
18555,2022,1794,1115,2,3,3,167,91846
11661,1982,446,694,3,4,3,559,127261
12814,1990,1863,988,2,1,0,50,283312
14391,1997,1760,2704,3,5,1,810,493443
6277,1962,330,3157,2,5,2,609,234100
5400,2022,552,1749,2,4,2,950,480599
15216,1980,395,2959,1,1,2,727,341627
8481,2017,1129,3776,2,1,3,688,57265
7876,1953,1889,1602,2,4,0,379,334907
18407,1968,1605,1647,1,2,3,473,256724
11660,2019,1221,3018,3,5,1,79,65733
15624,1962,844,1741,3,5,0,696,424340
17782,1972,426,1015,2,3,2,366,141038
11988,1950,900,2125,3,4,3,460,349564
6740,2003,1699,1627,2,3,3,910,190319
11953,2020,1700,892,1,3,1,538,467056
11978,1964,464,1130,1,1,1,451,71058
13894,2014,1595,2347,2,5,3,463,296301
5932,2020,1709,3155,1,3,1,959,347073
15068,1964,1657,1479,1,1,2,477,212434
15678,1970,845,933,2,4,1,925,136489
19160,1968,410,3902,2,3,1,419,134664
1802,2009,1795,3714,1,5,3,706,228428
18522,1982,1600,3087,3,3,3,213,127597
1555,1998,1618,777,3,4,0,368,318185
14513,1984,1673,732,2,3,0,853,128209
10217,1993,1142,2052,2,5,3,113,308109
9650,1960,1587,2094,3,1,1,753,242941
3625,2021,656,1613,1,5,1,502,202131
12979,2015,924,3770,3,1,0,635,149864
17245,1995,1951,2909,3,2,0,816,487938
18248,1958,1449,525,3,5,0,587,198620
8309,1952,1181,3596,3,5,2,310,458294
6121,1975,1354,1917,2,4,2,468,448635
16534,2021,787,3054,2,3,0,823,216562
15123,1997,675,3872,1,1,1,707,257158
6626,2015,1185,3910,1,1,0,862,165158
6622,2019,1500,2814,1,4,2,43,473553
19530,1977,355,960,1,4,1,414,51468
18802,1975,1983,3003,3,3,2,697,336453
7370,1974,1441,3931,2,3,1,854,122255
3031,1961,389,1591,2,5,2,245,308078
9672,1954,1640,1506,1,2,1,948,394043
9173,1997,1180,3410,1,3,1,83,78718
8382,1986,1898,3983,3,4,1,206,275409
3406,1993,1915,2494,3,3,1,150,289967
4586,1964,745,990,1,1,3,667,218913
15003,1992,240,1572,2,2,2,527,264637
9652,1997,506,3111,2,5,2,164,489876
7250,2019,1142,3673,2,1,3,916,418697
14272,1995,537,715,1,1,1,974,362425
11767,1992,1537,2223,2,2,1,144,425595
2562,1970,1298,2092,3,5,2,36,297113
19860,1972,1152,3106,3,4,3,332,312911
19180,1996,478,658,1,5,1,402,447111
7729,1964,1399,3036,3,3,1,413,108026
18009,1974,1095,1185,1,1,1,44,430286
16647,1985,1885,3813,2,3,0,401,92968
6132,2000,472,3341,2,4,3,205,221169
7788,1964,1036,2276,2,3,1,61,458548
5096,2017,819,2552,3,5,0,419,195693
12975,1970,1874,2343,1,3,3,867,126870
7668,1962,1061,2908,2,4,1,467,68174
11295,1968,1130,3006,1,4,2,819,436501
9061,1983,488,2795,2,4,0,18,411333
9758,2017,923,2089,3,5,0,364,90502
18116,2001,1092,2196,3,4,1,299,348818
7871,1976,471,3493,1,1,1,6,87260
15869,1978,1289,2969,3,4,0,760,485714
14410,1977,682,2446,3,3,2,427,248681
9443,1984,1135,2562,1,3,2,116,230536
13699,1957,447,3283,2,3,3,579,121805
17228,1965,355,1645,3,5,1,506,245991
8238,1985,1270,2824,1,3,2,545,309636
17413,1979,653,2081,3,5,3,705,235541
3972,1967,400,3000,3,5,2,324,67194
17179,1951,1883,3961,3,4,1,54,207883
3261,1998,323,3865,3,1,3,777,384521
11667,1953,200,3145,1,4,3,991,180864
12054,1956,1167,2993,1,4,3,41,93723
18760,1988,1982,2757,1,5,2,296,281408
15777,1962,1054,3261,3,5,1,972,292113
5312,1980,839,2849,3,3,3,230,126298
19344,2020,390,2432,3,3,0,452,109238
19617,2012,1802,3794,1,4,1,889,309425
3105,2005,715,2257,3,2,0,393,155433
7122,1991,641,2550,2,2,0,521,157092
8267,2010,342,1489,3,3,3,357,314291
13113,1991,1414,2041,2,2,3,986,279991
12089,2005,732,1616,3,3,2,443,350589
15418,1985,426,3067,1,5,2,127,234875
14546,2017,1536,3999,3,4,2,690,242180
4090,1956,1852,992,2,1,1,404,156170
18947,2003,1148,3806,2,4,2,391,445229
5824,1950,1525,1119,3,3,0,192,397761
12287,1993,1877,3732,2,3,2,603,263482
10611,1994,659,2878,2,4,3,880,365646
6842,1996,1624,2880,1,3,2,742,167116
17889,1962,750,2597,3,2,1,77,349899
10159,1971,592,2046,3,2,1,84,189805
15543,1970,1987,1362,3,3,0,29,321623
10337,1958,1044,2191,2,3,1,724,125361
1617,1975,1430,2105,3,2,2,48,202376
15417,1958,409,2819,3,3,3,776,478910
15809,1964,1338,1079,1,3,1,144,174232
14734,1959,1960,2390,1,4,0,68,417730
7060,1991,845,1775,1,1,2,57,131171
2346,2021,1474,3107,2,2,0,696,426295
12454,1973,418,3243,3,4,1,573,136296
15203,1998,606,2355,1,1,1,478,190562
16885,1975,1666,3661,1,3,0,819,202324
15246,1986,1826,2993,1,3,2,444,187934
7969,2017,1577,3564,3,4,1,295,291535
10833,1999,1087,1855,3,3,3,677,382103
18108,1973,757,1662,3,5,1,170,453666
14319,1968,749,856,2,4,2,574,368166
5708,2009,341,2124,2,1,1,146,308970
7783,1988,811,2821,1,4,0,483,374135
3548,1967,700,3590,3,2,1,305,221999
7733,1968,1039,2506,1,4,1,672,281449
14441,1985,901,2858,3,3,2,652,361997
14107,2004,1770,1369,3,3,0,845,81826
11265,2018,1882,1385,3,5,2,608,355023
3328,1996,1765,2501,2,5,1,445,238337
3417,1998,1730,2701,2,5,3,220,122361
8488,1982,795,1913,3,1,1,554,290028
19910,1970,480,1783,1,5,2,944,390134
16094,1971,623,1119,3,1,3,803,401931
14477,1997,1055,1382,3,5,2,377,267256
1509,1986,469,1296,1,1,2,619,90736
18144,1964,353,2672,3,4,0,265,336674
11365,1984,813,3925,1,4,3,94,259124
3719,2020,1950,1796,2,3,1,261,228130
8541,1981,861,1118,2,1,2,824,156080
19944,1960,282,2334,1,2,1,896,386399
6787,1959,1845,744,2,3,0,70,185958
3119,2022,1146,3395,2,4,0,953,438742
10012,2006,1098,2997,1,1,3,218,274793
2842,1974,1649,1429,2,5,0,532,168623
12068,1951,1498,1770,3,2,0,91,349531
19878,2013,1936,1019,3,4,1,126,202647
15731,1984,483,3712,1,3,0,79,162260
4990,1956,1179,2909,2,1,0,823,482859
10810,1967,372,507,3,2,2,237,453316
9484,2016,1550,3025,3,1,0,982,451072
19488,1991,1941,3923,2,5,2,371,481385
13719,1988,1286,2519,2,3,0,915,472020
1735,1990,1296,994,3,1,0,485,216862
11661,1973,962,2129,3,4,3,693,343132
3408,2009,1859,3380,1,3,3,24,388592
10067,1995,1598,3998,1,4,2,155,481722
5030,1968,832,1562,3,1,0,516,425574
6756,2017,1731,3140,1,3,1,631,268976
9662,1991,986,686,3,4,3,788,455521
6915,1981,1142,3301,3,5,1,529,191041
4891,1988,1211,2377,1,5,3,942,324548
12657,1985,597,2640,1,1,3,709,452205
7451,1985,1343,585,2,3,0,56,479199
9507,1952,1133,3615,2,2,3,604,291356
10564,2022,1660,636,2,3,1,18,220534
17024,1957,875,2968,3,5,3,383,331504
1577,2019,1135,2621,1,4,2,864,397801
9077,1990,664,2136,3,2,0,192,469503
18484,2017,485,3727,1,1,0,236,246544
15560,1962,464,3826,3,2,2,386,296512
18949,1998,519,2718,2,1,2,425,290037
12035,2009,872,2251,2,2,2,276,84160
11010,1951,1599,2717,2,1,3,226,318933
8443,2009,1019,2287,3,1,0,744,208253
13454,1954,288,1371,1,2,2,551,195457
9304,1993,1877,2869,1,2,3,322,394741
8065,1976,1426,3003,2,1,2,152,115641
7484,1981,1020,1443,2,5,1,638,356391
6170,1970,1962,2126,2,2,1,236,136673
10684,1957,1200,3337,2,3,0,997,281322
3692,2021,533,3160,1,4,3,54,317688
2748,1999,421,3726,3,1,1,979,296855
12746,2016,240,3436,3,1,1,435,456491
14290,1993,1931,848,3,4,3,683,286361
19881,2007,267,2176,3,5,2,108,113248
5187,1952,1187,1696,2,4,3,865,346694
5518,2019,1999,509,2,2,2,980,365837
12802,1951,713,3287,2,4,1,183,441068
3470,1993,1860,3836,3,1,1,950,462857
9889,1951,1845,1961,2,4,1,367,252821
19086,1984,1821,3818,2,3,0,982,305949
16874,1979,1855,1166,1,2,0,197,392165
7288,1957,1350,3093,1,4,0,370,327749
6908,1971,1478,2022,2,1,3,372,100713
10946,1993,894,2676,1,2,1,972,463606
2422,2007,1239,1100,1,1,1,496,387547
1919,1985,676,3152,2,5,3,598,370610
12289,2018,1285,826,2,3,0,200,53981
2620,1980,1080,1479,2,5,3,848,452709
12760,1996,631,2951,2,3,0,508,427775
18834,2004,1893,1128,3,4,1,321,431382
3836,2011,467,2129,3,2,2,274,145335
6873,1979,1258,3930,2,4,0,210,157441
3743,2004,978,3265,1,3,1,503,66984
6112,1965,1799,3588,2,3,1,902,175580
15446,1961,693,773,2,3,2,117,423460
19749,1966,1785,1184,1,1,1,702,465976
12604,1965,1692,615,3,2,1,553,182596
14929,1961,1990,1360,2,4,0,41,168454
7871,1957,860,2503,2,4,0,314,99402
7859,1952,1548,1192,3,5,2,787,141656
9363,1965,1527,3662,3,3,2,328,115614
4728,1979,1499,1605,1,3,1,16,216963
15882,1972,1907,2871,3,3,0,282,403153
4391,1954,1212,3508,3,4,2,942,483048
5256,2014,1424,2661,3,5,2,257,357980
17270,1979,1668,2292,1,1,3,574,456578
17978,1970,1547,3629,3,2,2,573,481137
4174,2019,1258,653,3,1,1,611,308789
8398,1971,1176,2400,1,4,0,18,461778
11647,2021,681,1927,3,3,2,528,181049
2293,1981,927,1789,3,2,3,836,388551
3616,1982,679,814,1,4,0,422,319754
7279,1965,1288,1564,2,4,2,465,159381
13798,1987,1231,604,1,4,3,372,65791
15653,1963,1524,2424,3,2,2,757,108047
12611,1985,542,2413,3,2,0,762,284898
12289,1972,1654,1716,3,5,0,966,200737
12897,2015,1647,1924,1,5,0,80,120246
14499,1951,531,3849,3,1,1,550,246936
2314,2022,637,2901,3,2,2,547,489667
18229,2014,1811,3563,1,2,1,423,284955
12041,2016,373,2272,2,2,0,428,398292
3943,2001,758,2460,2,5,3,387,95890
11957,2011,726,3280,3,4,2,997,450010
11880,1972,858,2103,1,3,1,920,82888
9283,1975,225,1208,3,5,2,708,187821
12973,2017,1019,3827,1,2,3,669,96531
18868,2004,804,1150,1,5,1,203,427796
16828,1955,605,3371,2,1,0,195,332752
2327,1984,431,1446,2,2,1,727,393130
8647,1971,732,1160,1,1,2,284,396140
5951,1992,1773,2646,3,2,2,968,106017
16843,1964,704,3135,2,5,2,195,107676
15135,2009,1892,2829,3,4,2,306,61560
7459,1961,378,2950,2,3,0,663,497617
1626,1998,331,1632,2,1,1,13,100468
10295,1991,1678,1199,3,5,0,836,213535
13141,1987,547,2746,2,4,0,145,474879
8696,1994,739,3874,2,5,0,937,345267
13059,1984,971,2538,3,1,2,56,144346
4868,1979,1629,2874,2,3,2,722,190790
5297,1979,275,2701,2,5,2,779,243709
16614,1955,778,1051,2,2,1,209,312172
15218,2016,1053,904,3,4,3,528,97599
3292,1956,1715,961,1,5,2,797,198469
12553,2001,393,2679,3,4,1,343,290270
4976,1963,1385,3338,1,2,2,714,95406
4917,2022,546,1373,2,3,2,610,359801
3145,1964,1150,583,1,3,0,278,117560
16255,1970,1584,1922,3,2,0,208,154143
4572,1984,1992,3301,3,4,0,640,194575
3354,2015,1807,3175,2,5,1,334,104943
6162,1951,1310,3680,1,2,3,287,125839
8014,1984,1485,720,2,1,3,251,132674
4208,1969,413,3100,2,4,1,264,75345
13194,1959,1888,1891,3,3,2,270,299495
11024,1974,1945,3718,1,2,1,923,100390
7956,2015,772,611,1,3,2,919,276113
5712,1974,979,1114,1,4,1,699,371701
14724,2003,461,2081,1,3,1,418,51906
9470,1982,929,3471,2,2,1,725,483383
18420,1985,482,974,2,4,3,794,57961
3125,1963,1871,3383,3,1,0,210,207212
11814,2014,1690,2413,2,2,1,364,431433
9473,2003,1603,770,2,5,3,75,239773
10077,2001,561,2968,3,2,0,659,389711
9570,1952,1672,2420,3,4,0,320,392808
10166,1990,640,3254,3,2,1,724,131199
5100,1955,292,1890,2,1,2,432,310928
8283,1974,1844,3851,2,1,2,108,149764
14726,1962,952,3854,3,5,2,640,172357
10646,1957,1066,539,3,3,1,521,392873
6471,1970,1647,2482,3,4,2,46,471777
14990,2017,341,2736,2,4,3,378,362712
19089,1974,1514,3735,2,3,3,826,421493
14451,2017,1655,1493,1,1,3,95,385446
13812,1994,948,2512,2,1,3,957,144968
3490,2009,1912,3083,2,2,0,102,210576
6799,1961,852,3575,2,5,3,891,428260
14497,1981,900,789,3,5,2,853,349290
14972,1962,1197,2980,2,5,1,145,90297
5880,1980,248,3018,3,2,2,879,136394
6257,1969,1525,3752,1,5,3,941,439317
11895,1967,1080,3819,1,3,0,927,438086
17741,2009,1413,3175,3,2,3,26,66939
7088,2012,1359,778,3,3,1,731,493931
18850,1955,754,3424,3,2,2,529,356604
6444,1981,603,1080,2,5,1,678,249294
14895,1992,1091,1362,1,3,1,944,455882
18572,1951,1064,753,3,3,1,988,112119
5743,2009,801,680,2,3,2,81,216393
11416,1972,540,1180,1,2,3,427,444995
11484,1980,1980,1324,2,4,1,583,194258
3259,1954,903,1199,1,5,2,821,459675
10681,1983,517,3113,2,3,0,478,268827
3982,1959,817,1849,1,4,2,765,317201
2451,1951,1586,1880,1,5,0,161,199805
3579,1960,581,2173,2,5,2,838,331301
4217,1999,432,3227,3,3,3,931,347174
11192,1980,1567,2938,1,3,1,401,200685
8811,2005,1772,2138,3,2,3,507,158612
19949,2022,1016,2457,2,4,2,37,427224
2268,1958,752,3656,3,4,1,954,395172
6990,1970,1752,3888,3,3,0,510,186260
17034,2022,1055,711,3,5,2,392,288178
8145,1977,1018,2038,3,3,1,712,309418
6732,2011,1794,883,3,5,0,493,79680
12985,1956,382,2214,1,5,0,199,284433
7297,1965,1264,841,1,3,3,254,414446
13842,1953,1774,2338,1,1,2,178,498934
9538,1953,596,2487,2,4,0,546,86445
17502,1989,1927,1343,3,5,1,593,55796
14587,1966,978,3609,1,5,0,388,359362
6373,2001,1717,2034,2,1,0,397,220203
2981,2001,1882,919,1,2,3,731,451339
11593,1985,1106,3298,1,1,3,157,189294
15922,1987,1556,3740,3,1,1,3,336218
17938,1999,326,2488,2,5,3,166,428232
9143,2012,1781,2432,3,4,0,467,473041
17208,2012,1780,3914,3,1,0,959,348983
12771,2011,200,2349,1,2,3,408,419256
18716,1956,1391,805,3,3,0,411,439658
14100,1976,1843,3249,2,1,0,203,118322
12498,1963,218,1368,3,1,1,193,368465
15795,2020,1555,3084,3,2,3,234,280246
12182,1954,783,1635,3,4,0,717,160100
17880,2004,655,1934,1,1,3,149,469204
10019,1951,1156,705,2,1,1,158,347651
4800,2011,1332,3756,1,4,3,278,149244
8222,1970,1491,3953,1,2,0,815,437932
8718,1970,644,995,1,1,3,403,407395
4554,1959,1463,3950,1,4,0,892,335950
15075,2007,1524,3618,1,1,0,677,180364
9470,1988,801,2409,2,3,0,310,349045
3643,1954,302,3051,3,5,1,67,460259
11003,2014,1187,1545,1,3,3,462,452968
16649,1962,1473,712,1,1,1,87,250065
